order_id,customer_id,order_date,order_amount
O000321,C00145,16-05-24,2390.14
O000322,C00145,29-03-24,2420.88
O000323,C00146,09-08-23,1917.63
O000324,C00146,21-10-23,1883.37
O000325,C00148,18-06-24,974.2
O000326,C00148,29-11-23,174.9
O000327,C00150,06-11-22,4242.85
O000328,C00151,07-06-24,2470.89
O000329,C00151,30-03-24,1971.5
O000330,C00152,04-06-24,1147.5
O000331,C00152,27-04-24,2787.46
O000332,C00153,18-07-24,3138.05
O000333,C00154,17-08-24,4034.63
O000334,C00155,22-10-22,68.48
O000335,C00155,29-07-23,1584.45
O000336,C00155,21-09-23,319.76
O000337,C00155,01-03-24,3682.49
O000338,C00156,20-06-24,1503
O000339,C00156,23-10-24,1110.55
O000340,C00156,22-12-24,1948.4
O000341,C00157,09-11-23,1083.02
O000342,C00157,27-12-24,374.85
O000343,C00158,13-12-24,3875.02
O000344,C00158,14-07-24,5938.35
O000345,C00160,08-12-23,612.3
O000346,C00160,20-08-24,1058.28
O000347,C00160,06-01-24,1864.04
O000348,C00160,11-09-23,2933.33
O000349,C00161,28-12-24,939.18
O000350,C00161,25-03-24,2716.04
O000351,C00162,14-06-23,3153.99
O000352,C00162,03-11-23,793.77
O000353,C00162,27-10-23,2821.57
O000354,C00162,07-10-22,2601.57
O000355,C00163,27-07-23,2589.66
O000356,C00163,19-12-23,845.05
O000357,C00164,05-05-23,4345.57
O000358,C00164,02-09-23,424.87
O000359,C00165,18-08-22,2369.07
O000360,C00165,08-08-23,264.57
O000361,C00165,02-03-23,4260.5
O000362,C00165,13-01-24,1765.77
O000363,C00166,27-09-22,1208.44
O000364,C00166,31-05-24,1754.54
O000365,C00166,15-01-24,433.17
O000366,C00166,06-12-23,1686.32
O000367,C00167,26-11-23,4748.43
O000368,C00167,22-10-23,4496.9
O000369,C00168,05-06-24,4641.74
O000370,C00168,27-06-24,327.2
O000371,C00168,07-07-23,1134.32
O000372,C00168,28-12-22,3896.08
O000373,C00168,19-04-23,2799.91
O000374,C00169,16-09-24,2686.9
O000375,C00169,11-08-23,989.94
O000376,C00170,14-11-24,2868.57
O000377,C00170,07-01-24,2743.3
O000378,C00170,27-02-24,730.6
O000379,C00171,14-10-23,5943.68
O000380,C00171,27-09-23,1634.83
O000381,C00171,13-11-24,1037.55
O000382,C00172,07-08-24,504.31
O000383,C00172,07-12-24,2365.23
O000384,C00173,19-08-23,2983.9
O000385,C00174,13-12-23,1492.47
O000386,C00174,17-07-24,2394.77
O000387,C00174,07-10-24,1702.02
O000388,C00176,19-03-24,1051.41
O000389,C00176,17-06-23,2463.6
O000390,C00176,30-05-24,555.49
O000391,C00179,16-06-24,450.95
O000392,C00180,10-05-24,1878.36
O000393,C00181,03-11-22,2278.5
O000394,C00181,02-04-23,3241.41
O000395,C00181,10-09-24,697.22
O000396,C00181,14-03-24,3140.05
O000397,C00182,13-10-24,3824.23
O000398,C00182,21-06-23,32.01
O000399,C00182,14-02-23,2652.13
O000400,C00183,16-10-23,950.75
O000401,C00183,20-12-23,713.49
O000402,C00183,07-05-23,1176.26
O000403,C00184,25-04-23,2341.92
O000404,C00184,25-10-23,1844.61
O000405,C00185,05-10-22,5692.58
O000406,C00185,26-08-24,1861.12
O000407,C00186,27-07-24,5947.23
O000408,C00187,13-10-23,883.82
O000409,C00187,07-11-23,4653.72
O000410,C00187,22-04-23,601.2
O000411,C00188,02-07-24,3490.37
O000412,C00188,30-04-23,4080.59
O000413,C00188,10-06-24,1394.44
O000414,C00188,27-01-24,348.61
O000415,C00189,05-06-24,4323.62
O000416,C00190,31-01-24,5216.33
O000417,C00190,30-10-24,1393.07
O000418,C00190,17-06-24,1802.54
O000419,C00191,28-12-23,4143.11
O000420,C00192,25-01-24,395.38
O000421,C00192,27-10-24,956.81
O000422,C00193,05-05-24,5183.84
O000423,C00194,27-11-24,485.08
O000424,C00194,26-06-24,3259.02
O000425,C00194,06-12-23,4748.21
O000426,C00194,02-09-23,3287.81
O000427,C00195,23-08-24,608.7
O000428,C00195,28-05-24,1422.23
O000429,C00196,31-05-24,2860.02
O000430,C00196,16-11-22,3506.92
O000431,C00197,09-10-22,190.92
O000432,C00197,07-12-22,4736.97
O000433,C00197,18-10-23,2548.64
O000434,C00198,06-01-24,609.54
O000435,C00198,06-06-24,4820.12
O000436,C00199,08-09-23,2102.31
O000437,C00199,22-12-22,4520.07
O000438,C00200,05-02-24,1150.06
O000439,C00200,07-12-22,3028.56
O000440,C00200,22-04-23,4753.99
O000441,C00201,14-12-23,2185.63
O000442,C00201,07-09-24,5648.29
O000443,C00202,23-05-23,3220.45
O000444,C00202,08-05-23,4278.01
O000445,C00203,16-08-22,2602.02
O000446,C00204,30-09-23,926.69
O000447,C00205,30-11-24,406.36
O000448,C00206,29-12-23,1001.55
O000449,C00207,11-08-22,5307.05
O000450,C00207,19-04-24,171.42
O000451,C00207,17-03-24,4101.91
O000452,C00207,13-08-24,3683.72
O000453,C00207,18-09-24,989.94
O000454,C00208,27-09-24,1608.97
O000455,C00208,11-07-24,3222.1
O000456,C00208,08-07-24,344.82
O000457,C00209,11-07-24,2145.07
O000458,C00209,31-08-24,3723.1
O000459,C00209,03-01-23,2878.26
O000460,C00209,21-03-24,765.1
O000461,C00210,21-03-23,2294.78
O000462,C00210,01-10-24,2060.61
O000463,C00210,28-11-23,4203.28
O000464,C00210,26-05-23,3067.94
O000465,C00211,27-07-23,1021.35
O000466,C00211,28-08-23,2242.83
O000467,C00211,19-11-24,5259.95
O000468,C00212,26-10-24,1125.41
O000469,C00212,20-10-23,1435.27
O000470,C00213,06-08-23,3055.11
O000471,C00213,29-01-23,3797.84
O000472,C00213,24-03-23,1461.3
O000473,C00213,26-03-23,250.54
O000474,C00215,02-09-23,1213.91
O000475,C00216,13-05-24,3121.64
O000476,C00216,02-07-24,2909.52
O000477,C00216,04-05-24,887.86
O000478,C00216,18-04-24,2102.43
O000479,C00217,26-03-24,3582.96
O000480,C00217,22-09-24,596.9
O000481,C00218,04-10-22,3923.97
O000482,C00219,08-09-23,3046.51
O000483,C00219,02-07-24,5435.42
O000484,C00220,27-02-24,2258.88
O000485,C00220,11-08-23,845.38
O000486,C00220,18-06-23,1368.9
O000487,C00221,03-08-24,2621.99
O000488,C00222,23-10-22,2510.28
O000489,C00223,15-10-23,5964.77
O000490,C00223,16-01-24,3334.51
O000491,C00224,24-11-23,690.07
O000492,C00224,22-08-24,129.94
O000493,C00224,24-03-24,1329.13
O000494,C00224,23-06-23,3008.15
O000495,C00226,29-08-23,5572.82
O000496,C00226,03-09-23,3920.61
O000497,C00226,20-11-23,429.38
O000498,C00226,01-11-24,586.03
O000499,C00226,01-06-24,525.14
O000500,C00227,24-07-24,974.2
O000501,C00231,08-11-24,866.34
O000502,C00231,22-12-24,1181.63
O000503,C00232,18-11-24,3561.38
O000504,C00233,10-02-24,986.18
O000505,C00233,09-08-24,2568.66
O000506,C00233,08-02-24,4960.2
O000507,C00233,05-12-23,1177.44
O000508,C00234,14-09-24,5225.52
O000509,C00235,15-07-24,487.1
O000510,C00236,30-04-24,1125.5
O000511,C00236,17-09-23,828.69
O000512,C00236,25-10-22,3639
O000513,C00236,19-07-23,745.5
O000514,C00237,06-12-24,966.31
O000515,C00237,12-06-23,2018.66
O000516,C00237,21-04-23,281.57
O000517,C00237,05-10-24,3019.33
O000518,C00238,31-12-24,4348.37
O000519,C00238,09-10-23,4517.63
O000520,C00239,15-04-24,997.64
O000521,C00240,24-11-23,2333.96
O000522,C00240,11-04-24,2414.83
O000523,C00240,20-10-24,1536.63
O000524,C00240,26-09-24,1555.21
O000525,C00241,26-12-24,3199.64
O000526,C00242,29-11-23,733.28
O000527,C00242,26-12-23,1837.12
O000528,C00243,17-11-24,2077.73
O000529,C00244,19-12-23,4058.74
O000530,C00245,06-11-23,291.5
O000531,C00247,26-03-23,2821.98
O000532,C00247,18-12-22,2894.76
O000533,C00247,06-07-24,2452.39
O000534,C00247,25-09-24,2516.22
O000535,C00247,02-11-24,2326.16
O000536,C00248,21-03-24,2812.34
O000537,C00249,09-10-23,872.78
O000538,C00251,15-12-23,390.52
O000539,C00251,07-08-24,3089.69
O000540,C00252,10-12-24,5411.63
O000541,C00252,17-12-23,2731.66
O000542,C00253,13-04-23,1634.6
O000543,C00253,18-09-24,2323.75
O000544,C00255,05-04-24,3151.39
O000545,C00255,11-12-22,5008.86
O000546,C00256,08-02-23,662.12
O000547,C00256,26-10-23,3205.88
O000548,C00257,19-06-24,2539.47
O000549,C00258,29-06-24,236.01
O000550,C00258,12-08-24,94.63
O000551,C00258,27-11-23,870.3
O000552,C00258,16-07-23,697.22
O000553,C00258,28-01-24,2413.29
O000554,C00259,27-09-23,3025.21
O000555,C00259,13-02-24,1904.58
O000556,C00260,03-12-24,726.28
O000557,C00260,30-11-24,259.88
O000558,C00261,01-08-23,3523.25
O000559,C00261,01-11-22,1526.38
O000560,C00261,29-11-24,2550.02
O000561,C00261,14-07-22,1623.42
O000562,C00262,11-01-24,1338.44
O000563,C00263,22-10-22,2392.79
O000564,C00263,18-04-24,2627.55
O000565,C00263,10-01-23,2121.04
O000566,C00263,07-06-22,4330.89
O000567,C00263,14-03-23,4560.03
O000568,C00264,17-11-24,3614.26
O000569,C00264,20-06-22,2872.26
O000570,C00264,24-04-24,3951.11
O000571,C00264,13-08-23,624.56
O000572,C00264,19-12-22,181.57
O000573,C00265,27-06-23,1867.55
O000574,C00265,30-09-24,2371.12
O000575,C00265,27-07-23,2864.39
O000576,C00265,06-07-24,1032.31
O000577,C00266,28-09-22,195.42
O000578,C00266,06-01-24,5378.02
O000579,C00266,09-09-23,2430.6
O000580,C00268,10-06-24,984.87
O000581,C00268,04-08-24,4006.92
O000582,C00269,26-11-23,4374.9
O000583,C00269,25-03-23,2090.55
O000584,C00269,10-04-23,4789.03
O000585,C00269,14-10-24,2040.69
O000586,C00269,10-11-24,1206.76
O000587,C00270,30-11-24,2891.16
O000588,C00270,20-08-24,1113.2
O000589,C00270,11-11-24,433.17
O000590,C00271,25-07-23,4883.79
O000591,C00271,11-06-23,4026.89
O000592,C00271,22-06-24,3950.2
O000593,C00272,25-10-24,3046.83
O000594,C00272,24-09-23,1590.06
O000595,C00272,17-12-23,5385.14
O000596,C00273,29-04-24,2520.23
O000597,C00274,20-03-24,2614.2
O000598,C00274,20-11-23,968.9
O000599,C00274,10-06-23,2100.18
O000600,C00275,26-09-24,2490.18
O000601,C00276,23-12-23,2761.92
O000602,C00277,05-04-24,3459.86
O000603,C00279,23-05-24,1321.61
O000604,C00280,06-02-24,1548.14
O000605,C00281,26-09-23,1851.35
O000606,C00281,12-07-24,1381.91
O000607,C00282,01-04-24,2821.05
O000608,C00282,04-05-23,2872.24
O000609,C00283,22-11-23,753.56
O000610,C00283,01-06-24,1666.05
O000611,C00284,03-06-24,1612.93
O000612,C00286,15-12-24,2363
O000613,C00287,11-10-24,2624.71
O000614,C00288,06-10-24,1848.38
O000615,C00288,06-08-23,2989.63
O000616,C00288,30-09-23,4698.57
O000617,C00289,21-05-23,2186.66
O000618,C00289,16-01-23,1353.08
O000619,C00289,01-07-23,1585.8
O000620,C00290,28-02-24,5516.1
O000621,C00291,09-12-24,1479.92
O000622,C00292,03-12-23,3832.06
O000623,C00293,02-02-24,3145.2
O000624,C00293,09-09-24,318.2
O000625,C00293,16-05-23,4399.12
O000626,C00293,03-12-24,2240.79
O000627,C00294,31-10-23,598.59
O000628,C00294,24-11-23,1622.45
O000629,C00294,21-08-24,4256.53
O000630,C00295,19-11-24,2828.68
O000631,C00296,29-06-24,1119.14
O000632,C00299,19-05-24,1686.44
O000633,C00299,11-11-24,5487.64
O000634,C00300,23-04-23,1287.32
O000635,C00300,30-07-23,626.35
O000636,C00301,20-10-24,2177.66
O000637,C00301,06-10-24,4164.36
O000638,C00301,25-01-24,1458.36
O000639,C00301,14-11-24,2687.09
O000640,C00302,07-06-24,190.92
O000641,C00302,24-12-24,866.4
O000642,C00304,20-11-23,3634.59
O000643,C00304,23-02-24,1692.02
O000644,C00304,03-10-22,2840.06
O000645,C00305,29-09-23,1405.26
O000646,C00305,07-03-24,5874.59
O000647,C00305,04-11-22,1955.94
O000648,C00306,13-12-24,601.2
O000649,C00306,25-01-24,1742.59
O000650,C00306,05-01-24,4018.89
O000651,C00306,08-10-22,1306.86
O000652,C00307,18-03-23,2579.17
O000653,C00308,03-10-23,2372.76
O000654,C00308,26-08-24,806.8
O000655,C00308,27-11-22,3559.17
O000656,C00308,23-12-22,2157.21
O000657,C00308,31-01-24,1636
O000658,C00309,29-06-23,1720.34
O000659,C00311,23-06-24,1665.32
O000660,C00311,01-09-23,4521.86
O000661,C00311,14-11-22,4667.5
O000662,C00311,14-02-23,2385.91
O000663,C00311,31-12-22,1944.68
O000664,C00312,07-06-24,917.5
O000665,C00312,27-11-24,1199.37
O000666,C00312,17-08-24,1485.65
O000667,C00313,13-11-24,125.81
O000668,C00313,11-12-24,461.76
O000669,C00313,11-10-23,1324.24
O000670,C00313,16-02-24,2976.62
O000671,C00314,02-01-24,3066.59
O000672,C00315,16-10-24,1667.01
O000673,C00315,27-08-24,242.47
O000674,C00316,05-12-22,3363.57
O000675,C00316,22-03-24,1685.36
O000676,C00316,11-07-23,5063.32
O000677,C00316,18-04-23,4914.69
O000678,C00317,18-12-24,838.06
O000679,C00318,22-07-24,4289.34
O000680,C00318,16-07-24,3095.47
O000681,C00320,03-07-24,1795.62
O000682,C00320,18-05-24,4344.2
O000683,C00321,22-01-24,735.7
O000684,C00322,17-07-23,821.51
O000685,C00322,10-03-24,418.11
O000686,C00323,31-08-23,5637.47
O000687,C00323,23-04-24,2504.19
O000688,C00324,24-11-24,715.43
O000689,C00324,17-04-24,3509.09
O000690,C00325,06-09-23,3545.6
O000691,C00325,13-05-24,6692.49
O000692,C00325,15-03-24,1867.55
O000693,C00325,12-07-24,2637.16
O000694,C00326,04-11-24,3789.1
O000695,C00326,09-09-23,2578.41
O000696,C00327,19-01-24,1989.14
O000697,C00327,22-05-24,2942.59
O000698,C00327,18-01-24,635.13
O000699,C00327,16-09-24,2542.3
O000700,C00328,07-08-23,538.42
O000701,C00328,20-06-24,1375.09
O000702,C00328,18-07-23,1531.33
O000703,C00328,10-10-23,2042.65
O000704,C00330,17-10-24,627.72
O000705,C00331,02-07-23,4117.04
O000706,C00331,06-09-24,4873.77
O000707,C00332,26-09-24,1764.28
O000708,C00332,24-06-24,2392.72
O000709,C00332,14-08-24,5031.54
O000710,C00333,09-12-23,1909.29
O000711,C00333,13-05-24,222.52
O000712,C00334,16-08-23,2365.09
O000713,C00334,10-08-23,917.96
O000714,C00335,04-11-24,1312.85
O000715,C00336,29-09-23,2980.67
O000716,C00336,18-08-24,1930.93
O000717,C00337,24-06-24,1467.3
O000718,C00337,15-12-23,3666.26
O000719,C00337,09-09-23,2506
O000720,C00338,26-02-24,2919.12
O000721,C00339,12-07-23,3180.12
O000722,C00339,05-08-24,2984.11
O000723,C00339,09-10-23,1412.31
O000724,C00340,29-12-23,390.24
O000725,C00340,12-04-23,1269.26
O000726,C00341,24-03-24,1436.1
O000727,C00342,27-10-22,2924.92
O000728,C00342,07-11-24,120.56
O000729,C00342,28-03-23,1785.31
O000730,C00342,06-01-24,2474.85
O000731,C00343,30-06-24,581.97
O000732,C00344,28-02-24,4145.36
O000733,C00346,23-08-23,1322.85
O000734,C00346,05-04-24,374.1
O000735,C00346,21-03-23,2141.28
O000736,C00346,07-09-24,2120.24
O000737,C00347,23-01-23,1756.45
O000738,C00347,05-10-24,5835.89
O000739,C00348,29-10-23,919.02
O000740,C00348,06-03-23,2412.48
O000741,C00348,27-03-24,2678.87
O000742,C00348,28-05-24,1991.16
O000743,C00349,29-10-22,1420.24
O000744,C00349,04-03-23,1159.73
